9;Sem parede
8;Outro material
7;Palha
6;Madeira aproveitada
5;Taipa não revestida
4;Taipa revestida
3;Madeira apropriada para construção (aparelhada)
2;Alvenaria sem revestimento
1;Alvenaria com revestimento
